position_id,fen,engine,best_move,evaluation_cp,time_taken,nodes,depth_reached
11,r2qkb1r/ppp2ppp/2np1n2/4p3/2BPP1b1/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 1,Stockfish,c4b5,26,0.21574068069458008,199236,15
12,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,RubiChess,f3g5,143,0.04974102973937988,87193,15
12,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,Stockfish,f3g5,144,0.06483745574951172,52811,15
13,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,RubiChess,g1f3,26,0.12216329574584961,180327,15
13,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,Stockfish,g1f3,17,0.38564085960388184,363953,15
14,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,RubiChess,g1f3,18,0.18939423561096191,284974,15
14,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,Stockfish,g1f3,24,0.14191532135009766,122475,15
15,2kr3r/pppq1ppp/3p1n2/2b1p3/2B1P1b1/2NP1N2/PPP1QPPP/R1B1K2R w KQ - 0 1,RubiChess,h2h3,542,0.07096028327941895,130510,15
15,2kr3r/pppq1ppp/3p1n2/2b1p3/2B1P1b1/2NP1N2/PPP1QPPP/R1B1K2R w KQ - 0 1,Stockfish,c4b3,424,0.047945261001586914,43042,15
16,r2qk2r/ppp2ppp/2np1n2/2b1p1B1/2B1P1b1/3P1N2/PPP1NPPP/R2QK2R w KQkq - 0 1,RubiChess,d1d2,-11,0.15142202377319336,207526,15
16,r2qk2r/ppp2ppp/2np1n2/2b1p1B1/2B1P1b1/3P1N2/PPP1NPPP/R2QK2R w KQkq - 0 1,Stockfish,d1d2,3,0.21277785301208496,197294,15
17,r1bq1rk1/ppp2ppp/2np1n2/4p3/1bB1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 1,RubiChess,c3e2,30,0.0780951976776123,140706,15
17,r1bq1rk1/ppp2ppp/2np1n2/4p3/1bB1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 1,Stockfish,c3e2,29,0.13523077964782715,129520,15
18,rnbqk2r/ppp2ppp/3p1n2/4p3/1bB1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 1,RubiChess,c1d2,-199,0.09851956367492676,164496,15
18,rnbqk2r/ppp2ppp/3p1n2/4p3/1bB1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 1,Stockfish,c1d2,-197,0.06544804573059082,57035,15
19,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 4 4,RubiChess,d2d3,-24,0.05507683753967285,94300,15
19,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 4 4,Stockfish,d2d3,-43,0.1875748634338379,177107,15
20,8/8/8/3k4/3P4/3K4/8/8 w - - 0 1,RubiChess,d3c3,0,0.0,10384,16
20,8/8/8/3k4/3P4/3K4/8/8 w - - 0 1,Stockfish,d3e3,1,0.021146297454833984,56739,15
21,8/8/8/2k1p3/4P3/3K4/8/8 w - - 0 1,RubiChess,d3c3,0,0.005824089050292969,6294,15
21,8/8/8/2k1p3/4P3/3K4/8/8 w - - 0 1,Stockfish,d3c3,0,0.008216381072998047,15784,15
22,8/8/3k4/2ppp3/2PPP3/3K4/8/8 w - - 0 1,RubiChess,d4c5,783,0.03396940231323242,88231,15
22,8/8/3k4/2ppp3/2PPP3/3K4/8/8 w - - 0 1,Stockfish,d4c5,655,0.02091813087463379,31022,15
23,8/1p6/kP6/8/8/8/5K2/8 w - - 0 1,RubiChess,f2e1,-701,0.01684403419494629,27431,15
23,8/1p6/kP6/8/8/8/5K2/8 w - - 0 1,Stockfish,f2e3,-558,0.11598968505859375,370798,15
24,8/8/8/8/8/3k4/3r4/3K3R w - - 0 1,RubiChess,d1c1,-4,0.13694381713867188,291604,15
24,8/8/8/8/8/3k4/3r4/3K3R w - - 0 1,Stockfish,d1c1,0,0.04249763488769531,58645,15
25,R7/8/8/8/8/3k4/3r4/3K4 w - - 0 1,RubiChess,d1e1,0,0.041823387145996094,86862,15
25,R7/8/8/8/8/3k4/3r4/3K4 w - - 0 1,Stockfish,d1c1,-1,0.033730506896972656,49552,15
26,8/8/8/R7/8/3k4/5r2/4K3 w - - 0 1,RubiChess,e1f2,796,0.03268551826477051,89555,15
26,8/8/8/R7/8/3k4/5r2/4K3 w - - 0 1,Stockfish,e1f2,510,0.010269641876220703,23387,15
27,8/8/8/8/5R2/3k4/5r2/4K3 w - - 0 1,RubiChess,f4f2,797,0.03184151649475098,80072,15
27,8/8/8/8/5R2/3k4/5r2/4K3 w - - 0 1,Stockfish,f4f2,506,0.013418436050415039,39391,15
28,8/8/8/8/8/3k1n2/8/4K1N1 w - - 0 1,RubiChess,g1f3,0,0.0,5865,16
28,8/8/8/8/8/3k1n2/8/4K1N1 w - - 0 1,Stockfish,g1f3,-2,0.03571271896362305,38483,15
29,8/8/8/3k4/8/8/3n4/4K1N1 w - - 0 1,RubiChess,e1d2,0,0.0029807090759277344,6809,16
29,8/8/8/3k4/8/8/3n4/4K1N1 w - - 0 1,Stockfish,e1d1,0,0.0790243148803711,91309,15
30,8/8/8/8/3k4/8/5n2/4KN2 w - - 0 1,RubiChess,e1f2,0,0.0,8128,16
30,8/8/8/8/3k4/8/5n2/4KN2 w - - 0 1,Stockfish,e1f2,0,0.09135651588439941,115562,15
31,8/8/8/3k4/8/8/3b4/4KB2 w - - 0 1,RubiChess,e1d2,0,0.00726008415222168,5971,16
31,8/8/8/3k4/8/8/3b4/4KB2 w - - 0 1,Stockfish,e1d2,41,0.02716803550720215,40938,15
32,8/8/8/3k4/8/8/3B4/4Kb2 w - - 0 1,RubiChess,e1f1,0,0.0,8827,16
32,8/8/8/3k4/8/8/3B4/4Kb2 w - - 0 1,Stockfish,e1f1,41,0.021198511123657227,37286,15
33,8/8/8/8/3k4/8/5b2/4KB2 w - - 0 1,RubiChess,e1f2,0,0.0,5884,16
33,8/8/8/8/3k4/8/5b2/4KB2 w - - 0 1,Stockfish,e1f2,35,0.019147872924804688,30112,15
34,8/8/8/8/8/8/3k1q2/4K2Q w - - 0 1,Stockfish,e1f2,535,0.021851539611816406,55383,15
35,8/8/8/8/8/3k1r2/8/4KR2 w - - 0 1,RubiChess,f1f3,775,0.03189897537231445,106285,15
35,8/8/8/8/8/3k1r2/8/4KR2 w - - 0 1,Stockfish,f1f3,470,0.017019987106323242,32764,15
36,8/8/8/8/8/3k1n2/8/4KR2 w - - 0 1,RubiChess,f1f3,775,0.03265738487243652,106229,15
36,8/8/8/8/8/3k1n2/8/4KR2 w - - 0 1,Stockfish,f1f3,540,0.0,35509,15
37,8/8/8/8/8/3k1b2/8/4KR2 w - - 0 1,RubiChess,f1f3,775,0.02933049201965332,106285,15
37,8/8/8/8/8/3k1b2/8/4KR2 w - - 0 1,Stockfish,f1f3,466,0.031540632247924805,96826,15
39,8/8/8/8/8/1K6/2P5/1k6 w - - 0 1,RubiChess,c2c4,967,0.07547450065612793,135879,15
39,8/8/8/8/8/1K6/2P5/1k6 w - - 0 1,Stockfish,c2c4,719,0.02104043960571289,68466,15
40,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 4,RubiChess,f8b4,-20,0.17574357986450195,311609,15
40,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 4,Stockfish,c7c5,-23,0.12045001983642578,117003,15
