position_id,fen,engine,best_move,evaluation_cp,time_taken,nodes,depth_reached
11,r2qkb1r/ppp2ppp/2np1n2/4p3/2BPP1b1/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 1,Stockfish,c4b5,26,0.21574068069458008,199236,15
12,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,RubiChess,f3g5,143,0.04974102973937988,87193,15
12,r1bqkb1r/pppp1p1p/2n2np1/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,Stockfish,f3g5,144,0.06483745574951172,52811,15
13,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,RubiChess,g1f3,26,0.12216329574584961,180327,15
13,rnbqk1nr/pppp1ppp/8/2b1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,Stockfish,g1f3,17,0.38564085960388184,363953,15
14,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,RubiChess,g1f3,18,0.18939423561096191,284974,15
14,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,Stockfish,g1f3,24,0.14191532135009766,122475,15
15,2kr3r/pppq1ppp/3p1n2/2b1p3/2B1P1b1/2NP1N2/PPP1QPPP/R1B1K2R w KQ - 0 1,RubiChess,h2h3,542,0.07096028327941895,130510,15
15,2kr3r/pppq1ppp/3p1n2/2b1p3/2B1P1b1/2NP1N2/PPP1QPPP/R1B1K2R w KQ - 0 1,Stockfish,c4b3,424,0.047945261001586914,43042,15
16,r2qk2r/ppp2ppp/2np1n2/2b1p1B1/2B1P1b1/3P1N2/PPP1NPPP/R2QK2R w KQkq - 0 1,RubiChess,d1d2,-11,0.15142202377319336,207526,15
16,r2qk2r/ppp2ppp/2np1n2/2b1p1B1/2B1P1b1/3P1N2/PPP1NPPP/R2QK2R w KQkq - 0 1,Stockfish,d1d2,3,0.21277785301208496,197294,15
17,r1bq1rk1/ppp2ppp/2np1n2/4p3/1bB1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 1,RubiChess,c3e2,30,0.0780951976776123,140706,15
17,r1bq1rk1/ppp2ppp/2np1n2/4p3/1bB1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 1,Stockfish,c3e2,29,0.13523077964782715,129520,15
18,rnbqk2r/ppp2ppp/3p1n2/4p3/1bB1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 1,RubiChess,c1d2,-199,0.09851956367492676,164496,15
18,rnbqk2r/ppp2ppp/3p1n2/4p3/1bB1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 1,Stockfish,c1d2,-197,0.06544804573059082,57035,15
19,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 4 4,RubiChess,d2d3,-24,0.05507683753967285,94300,15
19,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 4 4,Stockfish,d2d3,-43,0.1875748634338379,177107,15
20,8/8/8/3k4/3P4/3K4/8/8 w - - 0 1,RubiChess,d3c3,0,0.0,10384,16
20,8/8/8/3k4/3P4/3K4/8/8 w - - 0 1,Stockfish,d3e3,1,0.021146297454833984,56739,15
